policy_number,product_code,trans_date,from_date,to_date,agent,class_of_business,client_type,renewal_frequency,branch
pol000005825,prod00015,2017-07-13 08:45:48.380,2017-07-01 00:00:00.000,2017-09-30 00:00:00.000,ag00005,cob00034,ct0001,rf0003,br00002
pol000005826,prod00015,2017-07-13 09:00:22.967,2017-07-01 00:00:00.000,2017-10-31 00:00:00.000,ag00005,cob00034,ct0001,rf0001,br00002
pol000008142,prod00005,2017-07-13 12:15:31.477,2017-08-22 00:00:00.000,2018-04-21 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000008142,prod00005,2017-07-13 12:15:31.477,2017-08-22 00:00:00.000,2018-04-21 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000007570,prod00021,2017-07-13 12:29:38.253,2017-07-01 00:00:00.000,2017-12-31 00:00:00.000,ag00062,cob00027,ct0001,rf0004,br00001
pol000007570,prod00021,2017-07-13 12:29:38.253,2017-07-01 00:00:00.000,2017-12-31 00:00:00.000,ag00062,cob00026,ct0001,rf0004,br00001
pol000008143,prod00005,2017-07-13 12:33:34.560,2017-07-02 00:00:00.000,2017-11-01 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000008143,prod00005,2017-07-13 12:33:34.560,2017-07-02 00:00:00.000,2017-11-01 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000007572,prod00021,2017-07-13 12:48:14.133,2017-07-12 00:00:00.000,2018-01-11 00:00:00.000,ag00062,cob00027,ct0001,rf0004,br00001
pol000007572,prod00021,2017-07-13 12:48:14.133,2017-07-12 00:00:00.000,2018-01-11 00:00:00.000,ag00062,cob00026,ct0001,rf0004,br00001
pol000008144,prod00005,2017-07-13 12:48:18.413,2017-07-10 00:00:00.000,2017-12-31 00:00:00.000,ag00143,cob00031,ct0001,rf0004,br00001
pol000008144,prod00005,2017-07-13 12:48:18.413,2017-07-10 00:00:00.000,2017-12-31 00:00:00.000,ag00143,cob00009,ct0001,rf0004,br00001
pol000008145,prod00028,2017-07-13 13:38:11.373,2017-07-17 00:00:00.000,2017-11-16 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000007703,prod00014,2017-07-13 14:23:44.277,2017-07-01 00:00:00.000,2017-09-30 00:00:00.000,ag00062,cob00004,ct0001,rf0003,br00001
pol000009840,prod00005,2017-07-13 15:03:30.487,2017-07-01 00:00:00.000,2018-06-30 00:00:00.000,ag00120,cob00031,ct0003,rf0002,br00006
pol000009840,prod00005,2017-07-13 15:03:30.487,2017-07-01 00:00:00.000,2018-06-30 00:00:00.000,ag00120,cob00009,ct0003,rf0002,br00006
pol000008200,prod00005,2017-07-13 16:21:43.180,2017-07-27 00:00:00.000,2017-11-26 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000008200,prod00005,2017-07-13 16:21:43.180,2017-07-27 00:00:00.000,2017-11-26 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000008146,prod00028,2017-07-13 16:28:35.500,2017-07-27 00:00:00.000,2017-11-26 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000008147,prod00005,2017-07-13 18:06:00.153,2017-07-03 00:00:00.000,2018-01-02 00:00:00.000,ag00209,cob00031,ct0003,rf0004,br00001
pol000008147,prod00005,2017-07-13 18:06:00.153,2017-07-03 00:00:00.000,2018-01-02 00:00:00.000,ag00209,cob00009,ct0003,rf0004,br00001
pol000008150,prod00005,2017-07-13 18:59:30.740,2017-07-01 00:00:00.000,2017-10-31 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000008150,prod00005,2017-07-13 18:59:30.740,2017-07-01 00:00:00.000,2017-10-31 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000008155,prod00028,2017-07-13 19:11:08.447,2017-07-01 00:00:00.000,2017-10-31 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000006215,prod00005,2017-07-14 08:13:02.287,2017-07-01 00:00:00.000,2017-10-31 00:00:00.000,ag00008,cob00031,ct0003,rf0001,br00002
pol000006215,prod00005,2017-07-14 08:13:02.287,2017-07-01 00:00:00.000,2017-10-31 00:00:00.000,ag00008,cob00009,ct0003,rf0001,br00002
pol000006216,prod00005,2017-07-14 09:10:56.167,2017-07-01 00:00:00.000,2018-06-30 00:00:00.000,ag00008,cob00031,ct0003,rf0002,br00002
pol000006216,prod00005,2017-07-14 09:10:56.167,2017-07-01 00:00:00.000,2018-06-30 00:00:00.000,ag00008,cob00009,ct0003,rf0002,br00002
pol000008132,prod00028,2017-07-14 11:10:02.740,2017-07-01 00:00:00.000,2017-10-31 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000008129,prod00005,2017-07-14 11:19:02.100,2017-07-01 00:00:00.000,2017-10-31 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000008129,prod00005,2017-07-14 11:19:02.100,2017-07-01 00:00:00.000,2017-10-31 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000010842,prod00005,2017-07-14 11:40:36.213,2017-08-11 00:00:00.000,2018-04-10 00:00:00.000,ag00226,cob00031,ct0003,rf0002,br00001
pol000010842,prod00005,2017-07-14 11:40:36.213,2017-08-11 00:00:00.000,2018-04-10 00:00:00.000,ag00226,cob00009,ct0003,rf0002,br00001
pol000008156,prod00005,2017-07-14 14:28:46.460,2017-07-14 00:00:00.000,2017-11-13 00:00:00.000,ag00184,cob00031,ct0003,rf0001,br00001
pol000008156,prod00005,2017-07-14 14:28:46.460,2017-07-14 00:00:00.000,2017-11-13 00:00:00.000,ag00184,cob00009,ct0003,rf0001,br00001
pol000005824,prod00015,2017-07-17 10:55:02.360,2017-07-01 00:00:00.000,2018-06-30 00:00:00.000,ag00007,cob00034,ct0001,rf0002,br00002
pol000005824,prod00015,2017-07-17 10:58:12.963,2017-07-01 00:00:00.000,2018-06-30 00:00:00.000,ag00007,cob00034,ct0001,rf0002,br00002
pol000010843,prod00005,2017-07-17 12:00:48.217,2017-07-01 00:00:00.000,2017-10-31 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000010843,prod00005,2017-07-17 12:00:48.217,2017-07-01 00:00:00.000,2017-10-31 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000007696,prod00013,2017-07-17 14:50:39.990,2017-07-01 00:00:00.000,2017-10-31 00:00:00.000,ag00021,cob00021,ct0001,rf0001,br00001
pol000008101,prod00029,2017-07-17 15:36:29.123,2017-07-12 00:00:00.000,2017-11-11 00:00:00.000,ag00038,cob00011,ct0003,rf0001,br00001
pol000008163,prod00005,2017-07-18 09:18:18.750,2017-07-01 00:00:00.000,2017-10-31 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000008163,prod00005,2017-07-18 09:18:18.750,2017-07-01 00:00:00.000,2017-10-31 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000010568,prod00035,2017-07-18 10:05:44.610,2017-07-01 00:00:00.000,2017-07-31 00:00:00.000,ag00043,cob00037,ct0001,rf0005,br00007
pol000008164,prod00005,2017-07-18 11:44:22.570,2017-07-01 00:00:00.000,2017-10-31 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000008164,prod00005,2017-07-18 11:44:22.570,2017-07-01 00:00:00.000,2017-10-31 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000008202,prod00005,2017-07-18 12:28:46.563,2017-07-03 00:00:00.000,2017-11-02 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000008202,prod00005,2017-07-18 12:28:46.563,2017-07-03 00:00:00.000,2017-11-02 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000008165,prod00005,2017-07-18 12:55:57.090,2017-07-14 00:00:00.000,2017-11-13 00:00:00.000,ag00023,cob00009,ct0003,rf0001,br00001
pol000008165,prod00005,2017-07-18 12:55:57.090,2017-07-14 00:00:00.000,2017-11-13 00:00:00.000,ag00023,cob00031,ct0003,rf0001,br00001
pol000007651,prod00012,2017-07-18 15:42:00.483,2017-07-01 00:00:00.000,2017-10-31 00:00:00.000,ag00021,cob00016,ct0001,rf0001,br00001
pol000008167,prod00005,2017-07-18 15:52:18.140,2017-07-07 00:00:00.000,2017-11-06 00:00:00.000,ag00095,cob00031,ct0003,rf0001,br00001
pol000008167,prod00005,2017-07-18 15:52:18.140,2017-07-07 00:00:00.000,2017-11-06 00:00:00.000,ag00095,cob00009,ct0003,rf0001,br00001
pol000008169,prod00005,2017-07-19 08:33:35.940,2017-07-01 00:00:00.000,2017-10-31 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000008169,prod00005,2017-07-19 08:33:35.940,2017-07-01 00:00:00.000,2017-10-31 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000008170,prod00028,2017-07-19 08:44:52.280,2017-07-01 00:00:00.000,2017-10-31 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000005813,prod00015,2017-07-19 10:55:08.270,2017-07-10 00:00:00.000,2017-11-01 00:00:00.000,ag00011,cob00034,ct0001,rf0001,br00002
pol000008204,prod00005,2017-07-19 10:59:55.473,2017-07-14 00:00:00.000,2018-07-13 00:00:00.000,ag00102,cob00009,ct0003,rf0002,br00001
pol000008204,prod00005,2017-07-19 10:59:55.473,2017-07-14 00:00:00.000,2018-07-13 00:00:00.000,ag00102,cob00031,ct0003,rf0002,br00001
pol000005827,prod00015,2017-07-19 11:00:09.547,2017-07-01 00:00:00.000,2017-09-30 00:00:00.000,ag00012,cob00034,ct0001,rf0003,br00002
pol000005640,prod00021,2017-07-19 12:11:50.840,2017-07-01 00:00:00.000,2018-06-30 00:00:00.000,ag00004,cob00027,ct0001,rf0002,br00002
pol000005640,prod00021,2017-07-19 12:11:50.840,2017-07-01 00:00:00.000,2018-06-30 00:00:00.000,ag00004,cob00026,ct0001,rf0002,br00002
pol000008165,prod00005,2017-07-19 12:23:00.827,2017-07-19 00:00:00.000,2017-11-13 00:00:00.000,ag00023,cob00031,ct0003,rf0001,br00001
pol000008165,prod00005,2017-07-19 12:23:00.827,2017-07-19 00:00:00.000,2017-11-13 00:00:00.000,ag00023,cob00009,ct0003,rf0001,br00001
pol000008172,prod00005,2017-07-19 13:33:32.027,2017-07-09 00:00:00.000,2018-05-31 00:00:00.000,ag00226,cob00009,ct0003,rf0002,br00001
pol000008172,prod00005,2017-07-19 13:33:32.027,2017-07-09 00:00:00.000,2018-05-31 00:00:00.000,ag00226,cob00031,ct0003,rf0002,br00001
pol000009632,prod00002,2017-07-19 14:45:51.270,2017-10-01 00:00:00.000,2018-01-31 00:00:00.000,ag00034,cob00004,ct0002,rf0001,br00006
pol000006218,prod00005,2017-07-19 15:06:35.113,2017-07-01 00:00:00.000,2017-10-31 00:00:00.000,ag00009,cob00009,ct0003,rf0001,br00002
pol000006218,prod00005,2017-07-19 15:06:35.113,2017-07-01 00:00:00.000,2017-10-31 00:00:00.000,ag00009,cob00031,ct0003,rf0001,br00002
pol000008075,prod00018,2017-07-19 15:23:30.470,2017-07-01 00:00:00.000,2017-10-31 00:00:00.000,ag00021,cob00023,ct0001,rf0001,br00001
pol000008177,prod00005,2017-07-19 15:41:10.403,2017-07-10 00:00:00.000,2017-11-09 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000008177,prod00005,2017-07-19 15:41:10.403,2017-07-10 00:00:00.000,2017-11-09 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000006220,prod00005,2017-07-19 15:50:15.993,2017-07-01 00:00:00.000,2018-06-30 00:00:00.000,ag00008,cob00009,ct0001,rf0002,br00002
pol000006220,prod00005,2017-07-19 15:50:15.993,2017-07-01 00:00:00.000,2018-06-30 00:00:00.000,ag00008,cob00031,ct0001,rf0002,br00002
pol000005828,prod00015,2017-07-20 10:00:46.807,2017-07-01 00:00:00.000,2017-12-31 00:00:00.000,ag00004,cob00034,ct0001,rf0004,br00002
pol000010244,prod00005,2017-07-20 11:48:05.973,2017-07-01 00:00:00.000,2018-06-30 00:00:00.000,ag00043,cob00009,ct0003,rf0002,br00007
pol000010244,prod00005,2017-07-20 11:48:05.973,2017-07-01 00:00:00.000,2018-06-30 00:00:00.000,ag00043,cob00031,ct0003,rf0002,br00007
pol000008178,prod00005,2017-07-20 11:56:35.563,2017-07-20 00:00:00.000,2017-11-19 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000008178,prod00005,2017-07-20 11:56:35.563,2017-07-20 00:00:00.000,2017-11-19 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000010245,prod00028,2017-07-20 11:58:55.220,2017-07-01 00:00:00.000,2018-06-30 00:00:00.000,ag00043,cob00009,ct0003,rf0002,br00007
pol000006221,prod00005,2017-07-20 12:17:04.207,2017-07-01 00:00:00.000,2017-10-31 00:00:00.000,ag00011,cob00009,ct0003,rf0001,br00002
pol000006221,prod00005,2017-07-20 12:17:04.207,2017-07-01 00:00:00.000,2017-10-31 00:00:00.000,ag00011,cob00031,ct0003,rf0001,br00002
pol000008181,prod00005,2017-07-20 16:06:59.250,2017-07-01 00:00:00.000,2017-10-31 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000008181,prod00005,2017-07-20 16:06:59.250,2017-07-01 00:00:00.000,2017-10-31 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000005813,prod00015,2017-07-21 09:23:26.980,2017-07-10 00:00:00.000,2017-11-01 00:00:00.000,ag00011,cob00034,ct0001,rf0001,br00002
pol000008183,prod00005,2017-07-21 10:30:54.810,2017-07-01 00:00:00.000,2017-10-31 00:00:00.000,ag00133,cob00031,ct0003,rf0001,br00001
pol000008183,prod00005,2017-07-21 10:30:54.810,2017-07-01 00:00:00.000,2017-10-31 00:00:00.000,ag00133,cob00009,ct0003,rf0001,br00001
pol000008208,prod00028,2017-07-21 10:40:06.280,2017-07-01 00:00:00.000,2017-10-31 00:00:00.000,ag00133,cob00009,ct0003,rf0001,br00001
pol000006287,prod00005,2017-07-21 11:41:17.350,2017-07-12 00:00:00.000,2018-05-31 00:00:00.000,ag00005,cob00031,ct0003,rf0002,br00002
pol000006287,prod00005,2017-07-21 11:41:17.350,2017-07-12 00:00:00.000,2018-05-31 00:00:00.000,ag00005,cob00009,ct0003,rf0002,br00002
pol000010247,prod00005,2017-07-21 12:05:29.767,2017-07-01 00:00:00.000,2017-10-31 00:00:00.000,ag00043,cob00009,ct0003,rf0001,br00007
pol000010247,prod00005,2017-07-21 12:05:29.767,2017-07-01 00:00:00.000,2017-10-31 00:00:00.000,ag00043,cob00031,ct0003,rf0001,br00007
pol000011055,prod00028,2017-07-21 12:43:51.023,2017-07-01 00:00:00.000,2017-10-31 00:00:00.000,ag00043,cob00009,ct0003,rf0001,br00007
pol000007707,prod00015,2017-07-21 12:47:49.333,2017-07-01 00:00:00.000,2018-06-30 00:00:00.000,ag00023,cob00034,ct0001,rf0002,br00001
pol000008187,prod00005,2017-07-21 14:40:32.020,2017-08-01 00:00:00.000,2017-11-30 00:00:00.000,ag00134,cob00009,ct0003,rf0001,br00001
pol000008187,prod00005,2017-07-21 14:40:32.020,2017-08-01 00:00:00.000,2017-11-30 00:00:00.000,ag00134,cob00031,ct0003,rf0001,br00001
pol000008188,prod00028,2017-07-21 14:54:16.167,2017-08-01 00:00:00.000,2017-11-30 00:00:00.000,ag00134,cob00009,ct0003,rf0001,br00001
pol000008028,prod00029,2017-07-21 15:32:30.117,2017-07-01 00:00:00.000,2017-10-31 00:00:00.000,ag00067,cob00031,ct0003,rf0001,br00001
pol000009753,prod00015,2017-07-21 16:57:52.230,2017-07-19 00:00:00.000,2017-11-19 00:00:00.000,ag00033,cob00034,ct0001,rf0001,br00006
pol000008111,prod00029,2017-07-23 11:54:05.933,2017-07-05 00:00:00.000,2018-07-04 00:00:00.000,ag00226,cob00031,ct0003,rf0002,br00001
pol000008209,prod00005,2017-07-23 13:11:51.560,2017-07-01 00:00:00.000,2018-03-01 00:00:00.000,ag00204,cob00031,ct0003,rf0004,br00001
pol000008209,prod00005,2017-07-23 13:11:51.560,2017-07-01 00:00:00.000,2018-03-01 00:00:00.000,ag00204,cob00009,ct0003,rf0004,br00001
pol000008210,prod00005,2017-07-23 14:54:45.897,2017-07-01 00:00:00.000,2017-12-31 00:00:00.000,ag00226,cob00031,ct0003,rf0004,br00001
pol000008210,prod00005,2017-07-23 14:54:45.897,2017-07-01 00:00:00.000,2017-12-31 00:00:00.000,ag00226,cob00009,ct0003,rf0004,br00001
pol000008211,prod00005,2017-07-23 15:46:24.400,2017-07-07 00:00:00.000,2017-11-06 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000008211,prod00005,2017-07-23 15:46:24.400,2017-07-07 00:00:00.000,2017-11-06 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000008213,prod00005,2017-07-24 09:11:19.937,2017-07-20 00:00:00.000,2017-11-19 00:00:00.000,ag00107,cob00031,ct0003,rf0001,br00001
pol000008213,prod00005,2017-07-24 09:11:19.937,2017-07-20 00:00:00.000,2017-11-19 00:00:00.000,ag00107,cob00009,ct0003,rf0001,br00001
pol000006288,prod00005,2017-07-24 09:57:27.447,2017-07-07 00:00:00.000,2017-11-06 00:00:00.000,ag00009,cob00009,ct0003,rf0001,br00002
pol000006288,prod00005,2017-07-24 09:57:27.447,2017-07-07 00:00:00.000,2017-11-06 00:00:00.000,ag00009,cob00031,ct0003,rf0001,br00002
pol000006291,prod00005,2017-07-24 10:11:11.963,2017-07-01 00:00:00.000,2018-06-30 00:00:00.000,ag00008,cob00031,ct0003,rf0002,br00002
pol000006291,prod00005,2017-07-24 10:11:11.963,2017-07-01 00:00:00.000,2018-06-30 00:00:00.000,ag00008,cob00009,ct0003,rf0002,br00002
pol000008214,prod00005,2017-07-24 11:29:16.593,2017-08-01 00:00:00.000,2017-11-30 00:00:00.000,ag00100,cob00009,ct0003,rf0001,br00001
pol000008214,prod00005,2017-07-24 11:29:16.593,2017-08-01 00:00:00.000,2017-11-30 00:00:00.000,ag00100,cob00031,ct0003,rf0001,br00001
pol000008215,prod00005,2017-07-24 11:52:44.460,2017-07-30 00:00:00.000,2017-11-29 00:00:00.000,ag00143,cob00009,ct0003,rf0001,br00001
pol000008215,prod00005,2017-07-24 11:52:44.460,2017-07-30 00:00:00.000,2017-11-29 00:00:00.000,ag00143,cob00031,ct0003,rf0001,br00001
pol000008216,prod00005,2017-07-24 12:06:46.743,2017-08-01 00:00:00.000,2017-11-30 00:00:00.000,ag00138,cob00009,ct0003,rf0001,br00001
pol000008216,prod00005,2017-07-24 12:06:46.743,2017-08-01 00:00:00.000,2017-11-30 00:00:00.000,ag00138,cob00031,ct0003,rf0001,br00001
pol000007708,prod00015,2017-07-24 13:15:43.517,2017-07-01 00:00:00.000,2017-12-31 00:00:00.000,ag00023,cob00034,ct0001,rf0004,br00001
pol000008217,prod00005,2017-07-24 13:53:07.847,2017-09-01 00:00:00.000,2018-08-31 00:00:00.000,ag00226,cob00031,ct0003,rf0002,br00001
pol000008217,prod00005,2017-07-24 13:53:07.847,2017-09-01 00:00:00.000,2018-08-31 00:00:00.000,ag00226,cob00009,ct0003,rf0002,br00001
pol000008218,prod00028,2017-07-24 14:13:46.937,2017-08-01 00:00:00.000,2017-11-30 00:00:00.000,ag00138,cob00009,ct0003,rf0001,br00001
pol000008219,prod00005,2017-07-24 14:30:44.707,2017-08-12 00:00:00.000,2017-12-11 00:00:00.000,ag00023,cob00031,ct0003,rf0001,br00001
pol000008219,prod00005,2017-07-24 14:30:44.707,2017-08-12 00:00:00.000,2017-12-11 00:00:00.000,ag00023,cob00009,ct0003,rf0001,br00001
pol000008220,prod00028,2017-07-24 14:36:21.477,2017-08-12 00:00:00.000,2017-12-11 00:00:00.000,ag00023,cob00009,ct0003,rf0001,br00001
pol000007709,prod00015,2017-07-24 14:48:39.023,2017-07-01 00:00:00.000,2017-12-31 00:00:00.000,ag00023,cob00022,ct0001,rf0004,br00001
pol000005829,prod00015,2017-07-24 15:56:00.540,2017-07-01 00:00:00.000,2017-10-31 00:00:00.000,ag00006,cob00034,ct0001,rf0001,br00002
pol000008221,prod00005,2017-07-24 16:07:40.280,2017-07-22 00:00:00.000,2017-11-21 00:00:00.000,ag00090,cob00031,ct0003,rf0001,br00001
pol000008221,prod00005,2017-07-24 16:07:40.280,2017-07-22 00:00:00.000,2017-11-21 00:00:00.000,ag00090,cob00009,ct0003,rf0001,br00001
pol000008029,prod00029,2017-07-25 09:24:17.293,2017-07-24 00:00:00.000,2017-11-23 00:00:00.000,ag00226,cob00011,ct0003,rf0001,br00001
pol000008222,prod00005,2017-07-25 09:27:05.450,2017-07-07 00:00:00.000,2018-03-06 00:00:00.000,ag00226,cob00031,ct0003,rf0004,br00001
pol000008222,prod00005,2017-07-25 09:27:05.450,2017-07-07 00:00:00.000,2018-03-06 00:00:00.000,ag00226,cob00009,ct0003,rf0004,br00001
pol000009357,prod00002,2017-07-25 10:15:53.820,2017-07-06 00:00:00.000,2018-07-05 00:00:00.000,ag00027,cob00003,ct0001,rf0002,br00005
pol000009357,prod00002,2017-07-25 10:15:53.820,2017-07-06 00:00:00.000,2018-07-05 00:00:00.000,ag00027,cob00004,ct0001,rf0002,br00005
pol000009357,prod00002,2017-07-25 10:15:53.820,2017-07-06 00:00:00.000,2018-07-05 00:00:00.000,ag00027,cob00001,ct0001,rf0002,br00005
pol000008224,prod00005,2017-07-25 10:21:51.707,2017-07-25 00:00:00.000,2017-11-24 00:00:00.000,ag00023,cob00009,ct0003,rf0001,br00001
pol000008224,prod00005,2017-07-25 10:21:51.707,2017-07-25 00:00:00.000,2017-11-24 00:00:00.000,ag00023,cob00031,ct0003,rf0001,br00001
pol000007710,prod00015,2017-07-25 12:57:03.943,2017-07-01 00:00:00.000,2017-10-31 00:00:00.000,ag00023,cob00034,ct0001,rf0001,br00001
pol000008225,prod00005,2017-07-25 14:15:16.813,2017-07-25 00:00:00.000,2018-07-24 00:00:00.000,ag00226,cob00009,ct0003,rf0002,br00001
pol000008225,prod00005,2017-07-25 14:15:16.813,2017-07-25 00:00:00.000,2018-07-24 00:00:00.000,ag00226,cob00031,ct0003,rf0002,br00001
pol000006224,prod00005,2017-07-25 15:36:07.670,2017-07-01 00:00:00.000,2018-06-30 00:00:00.000,ag00008,cob00009,ct0001,rf0002,br00002
pol000006224,prod00005,2017-07-25 15:36:07.670,2017-07-01 00:00:00.000,2018-06-30 00:00:00.000,ag00008,cob00031,ct0001,rf0002,br00002
pol000008225,prod00005,2017-07-25 15:54:08.650,2017-07-25 00:00:00.000,2018-07-24 00:00:00.000,ag00226,cob00031,ct0003,rf0002,br00001
pol000008225,prod00005,2017-07-25 15:54:08.650,2017-07-25 00:00:00.000,2018-07-24 00:00:00.000,ag00226,cob00009,ct0003,rf0002,br00001
pol000008276,prod00005,2017-07-25 16:30:24.140,2017-08-01 00:00:00.000,2017-11-30 00:00:00.000,ag00143,cob00031,ct0003,rf0001,br00001
pol000008276,prod00005,2017-07-25 16:30:24.140,2017-08-01 00:00:00.000,2017-11-30 00:00:00.000,ag00143,cob00009,ct0003,rf0001,br00001
pol000008229,prod00005,2017-07-25 16:33:46.387,2017-08-01 00:00:00.000,2018-07-31 00:00:00.000,ag00226,cob00031,ct0001,rf0002,br00001
pol000008229,prod00005,2017-07-25 16:33:46.387,2017-08-01 00:00:00.000,2018-07-31 00:00:00.000,ag00226,cob00009,ct0001,rf0002,br00001
pol000008276,prod00005,2017-07-25 16:47:40.893,2017-08-01 00:00:00.000,2017-11-30 00:00:00.000,ag00143,cob00009,ct0003,rf0001,br00001
pol000008276,prod00005,2017-07-25 16:47:40.893,2017-08-01 00:00:00.000,2017-11-30 00:00:00.000,ag00143,cob00031,ct0003,rf0001,br00001
pol000008231,prod00005,2017-07-26 09:11:57.663,2017-08-25 00:00:00.000,2017-09-30 00:00:00.000,ag00226,cob00009,ct0003,rf0002,br00001
pol000008231,prod00005,2017-07-26 09:30:36.860,2017-10-01 00:00:00.000,2018-08-31 00:00:00.000,ag00226,cob00031,ct0003,rf0002,br00001
pol000008231,prod00005,2017-07-26 09:30:36.860,2017-10-01 00:00:00.000,2018-08-31 00:00:00.000,ag00226,cob00009,ct0003,rf0002,br00001
pol000008232,prod00028,2017-07-26 09:49:32.203,2017-08-25 00:00:00.000,2017-09-30 00:00:00.000,ag00226,cob00009,ct0003,rf0002,br00001
pol000008232,prod00028,2017-07-26 09:58:22.200,2017-10-01 00:00:00.000,2018-08-31 00:00:00.000,ag00226,cob00009,ct0003,rf0002,br00001
pol000006292,prod00005,2017-07-26 10:05:03.387,2017-07-11 00:00:00.000,2018-07-10 00:00:00.000,ag00008,cob00031,ct0003,rf0002,br00002
pol000006292,prod00005,2017-07-26 10:05:03.387,2017-07-11 00:00:00.000,2018-07-10 00:00:00.000,ag00008,cob00009,ct0003,rf0002,br00002
pol000010340,prod00005,2017-07-26 11:02:28.787,2017-08-01 00:00:00.000,2018-07-31 00:00:00.000,ag00043,cob00031,ct0003,rf0002,br00007
pol000010340,prod00005,2017-07-26 11:02:28.787,2017-08-01 00:00:00.000,2018-07-31 00:00:00.000,ag00043,cob00009,ct0003,rf0002,br00007
pol000008233,prod00005,2017-07-26 12:19:55.243,2017-08-01 00:00:00.000,2018-07-31 00:00:00.000,ag00226,cob00009,ct0003,rf0002,br00001
pol000008233,prod00005,2017-07-26 12:19:55.243,2017-08-01 00:00:00.000,2018-07-31 00:00:00.000,ag00226,cob00031,ct0003,rf0002,br00001
pol000009975,prod00005,2017-07-26 12:23:55.727,2017-08-01 00:00:00.000,2017-11-30 00:00:00.000,ag00042,cob00031,ct0003,rf0001,br00008
